record,High quality graphics,Easy to pick up and play ,A community of players,Gameplay that gets progressively harder,Ability to upgrade and improve my character over time,Different difficulty levels,Realistic characters and settings,Compelling story,Characters I care about,Requires skill to make progress,Fast-paced gameplay,Diverse characters,Gameplay that requires problem-solving and strategic thinking,Gameplay that requires teamwork,Family-friendliness ,Offers a variety of different ways to play,Variety of skill/character upgrades ,Lots of character customization options,Ability to get matched with/play with players at the same skill level,An immersive world  ,Fun for all experience levels,Unique gameplay mechanics I can’t find in other games ,Ability to play with family and friends in person,Ability to play with family and friends online,Ability to play with strangers online  ,Has endless replayability ,Has multiple different game modes to play,Makes me feel like I’m connected to my family and friends,Makes me feel like I’m hanging out with my family/friends even when we’re not together in person 
5940,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1
5941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5944,3,2,1,2,2,2,2,1,2,3,3,1,3,2,2,3,3,2,2,2,2,3,3,3,1,3,2,1,2
5949,4,2,3,3,4,2,3,2,3,2,2,2,3,3,4,2,3,4,3,3,2,2,3,4,4,3,2,2,2
5962,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1
5983,2,2,2,2,2,2,2,3,1,3,3,2,2,1,1,2,2,3,3,2,3,2,2,2,2,2,2,2,1
5986,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2
5999,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3
6002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2
6003,2,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
6011,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1
6019,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2
6026,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1
6047,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1
6053,2,1,2,2,3,3,1,2,2,1,3,2,1,2,2,2,1,2,1,2,1,2,2,3,3,1,2,3,1
6091,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2
6107,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,2,1,2,1,1,1
6108,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2
6137,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6161,1,2,2,2,1,1,2,3,2,1,2,2,3,2,1,1,1,2,1,2,1,1,2,2,3,2,1,2,2
6162,1,1,3,2,1,2,1,1,1,1,2,1,3,3,3,2,1,2,1,1,1,1,3,3,3,1,2,3,3
6164,2,3,2,4,1,2,2,3,4,1,3,2,2,3,3,3,4,2,1,2,3,2,2,3,1,2,2,2,2
6168,4,2,4,3,4,3,4,1,1,4,4,2,2,4,4,3,4,4,3,1,4,3,4,4,4,4,3,4,4
6172,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1
6176,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,3,2,2,1,1
6184,1,1,4,2,1,1,1,2,4,1,2,3,2,2,3,3,1,1,1,3,2,1,1,2,1,1,3,1,1
6190,1,1,1,1,1,1,4,3,1,2,1,3,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1
6261,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1
6263,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1
6274,1,3,2,2,2,2,2,1,3,2,1,3,2,2,2,2,1,2,1,2,3,2,1,1,3,3,3,3,3
6283,3,1,2,3,3,1,2,2,1,2,1,1,2,3,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2
6294,1,1,3,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,3,3,3,1,2,1,1
6323,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,3,1,1,1,3,1,1,1
6377,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
6463,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
6486,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,3,1,1,1,2
6522,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6524,3,1,2,3,3,3,3,3,3,3,2,2,2,1,2,1,3,4,3,2,1,2,1,1,3,2,1,1,1
6534,2,2,2,1,2,2,2,2,2,3,2,1,2,2,2,2,1,2,2,1,2,3,1,2,3,2,1,3,2
6536,1,1,2,2,2,2,1,1,1,2,3,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2
6537,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,1,3,1,3,2
6574,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
6619,2,1,3,1,1,1,3,2,2,1,3,3,3,2,4,1,1,1,2,2,1,1,1,1,2,2,1,1,1
6643,2,1,3,3,3,3,4,4,3,3,2,3,3,3,2,2,2,2,2,3,1,2,1,3,4,1,2,2,3
6656,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,1,3,2,2,2,2,2,2,1,3,1,1,2,2
6660,2,1,1,3,2,2,3,2,2,3,2,1,2,1,1,1,3,2,2,2,1,2,1,2,1,1,2,1,1
6661,1,1,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2
6662,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2
6673,2,1,2,2,1,2,1,1,1,1,1,1,2,3,1,1,2,3,1,2,1,2,3,1,1,3,3,2,2
6677,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1
6690,1,1,2,2,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1
6708,1,1,3,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,3,2,1,1,1,1,3,2,1,1,1
6709,2,2,2,2,3,2,2,2,3,2,3,2,3,3,2,2,3,2,2,3,2,2,2,2,2,2,3,2,1
6725,1,2,1,1,2,1,2,4,3,3,2,3,3,2,3,2,3,4,1,4,4,1,1,1,2,3,1,2,2
6731,1,1,4,3,3,3,1,3,2,2,2,2,3,4,2,3,3,3,1,2,1,3,1,1,2,2,2,3,2
6732,4,4,4,4,2,2,4,4,4,4,4,4,3,4,4,3,4,2,4,4,2,4,4,2,2,2,2,4,4
6737,1,1,4,4,3,3,4,2,4,4,2,3,4,1,1,1,4,3,3,3,1,3,1,2,4,4,2,1,1
6749,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,3,2,1,1,2
6750,3,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1
6752,1,2,1,3,3,1,4,2,3,4,3,2,4,1,4,3,3,2,3,2,1,3,1,1,2,2,2,1,2
6753,1,2,2,2,2,2,2,1,1,3,3,1,2,3,1,2,1,2,2,1,1,3,2,1,3,1,2,2,2
6757,3,1,2,2,1,2,4,3,1,2,1,3,2,1,3,1,1,1,2,2,2,3,1,1,2,1,1,1,1
6766,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1
6768,1,2,2,2,2,4,1,1,2,3,4,1,3,4,2,2,2,1,3,2,1,2,1,2,3,3,1,3,2
6772,2,2,2,2,4,1,2,3,4,2,3,1,1,2,1,1,3,4,3,3,1,1,1,1,3,1,2,1,1
6783,1,1,1,1,2,1,2,2,3,3,2,2,3,2,1,1,1,2,2,1,1,2,1,1,4,1,1,1,1
6788,3,1,2,3,3,4,3,4,3,2,2,3,3,2,2,3,4,3,3,3,1,3,2,2,3,1,2,2,2
6796,2,3,1,2,2,2,3,3,1,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2
6803,3,1,3,2,3,2,3,3,3,3,1,3,3,2,2,2,3,4,3,3,1,2,2,1,3,1,1,2,2
6814,1,1,2,1,3,2,2,1,1,1,1,1,2,2,2,2,3,1,2,1,2,1,1,2,2,1,3,2,1
6816,2,1,3,2,3,2,3,3,3,2,3,4,2,2,3,3,2,4,3,2,1,2,1,3,3,2,2,2,3
6821,1,1,3,2,3,2,2,2,3,3,2,2,1,2,1,2,4,3,2,2,1,2,1,1,1,1,2,2,1
6833,2,1,2,4,4,2,2,1,3,3,2,3,3,1,1,1,4,1,3,3,1,3,1,1,1,1,1,1,1
6840,3,1,1,2,2,2,2,2,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2
6841,1,1,3,2,2,2,2,3,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,3,1,2,1,1
6847,2,2,2,2,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,3,2,2,1,2
6852,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1
6854,3,1,3,2,3,2,3,2,2,3,2,2,2,1,1,2,2,3,3,2,1,2,1,1,2,1,1,1,2
6857,3,2,1,3,3,3,3,3,3,3,3,3,2,2,1,1,3,2,3,2,1,2,1,2,2,2,2,1,2
6860,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,2,1,1,1,2,2,2,1,1,3,2
6863,1,1,3,2,1,2,2,1,1,2,2,3,2,3,2,1,1,1,3,1,1,2,1,3,3,1,1,2,3
6873,2,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1
6883,2,1,3,1,4,1,3,3,3,3,2,2,2,1,3,2,2,3,3,2,1,1,1,3,2,1,1,1,1
6888,1,2,4,3,2,2,2,2,2,2,2,3,2,3,1,2,2,3,3,2,2,3,2,4,4,2,2,2,3
6891,1,2,1,2,3,2,2,3,1,1,2,2,2,2,3,3,3,2,1,1,2,2,2,2,2,3,3,2,3
6896,1,3,1,2,1,2,1,1,1,2,2,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1
6907,2,1,1,4,1,1,1,1,1,2,2,1,3,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1
6908,3,2,2,2,1,3,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1
6915,3,1,2,1,1,1,3,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1
6919,1,1,2,3,2,2,3,3,2,1,3,1,2,2,1,3,1,3,3,4,1,2,1,1,4,1,2,1,1
6920,3,3,3,3,2,1,1,2,1,3,2,2,2,2,2,1,2,3,3,2,3,2,1,2,2,2,3,2,1
6924,1,2,2,2,1,1,1,1,2,2,2,2,2,2,3,2,1,1,3,1,2,1,2,2,1,2,2,2,2
6928,2,2,3,3,2,3,3,3,4,2,3,3,2,2,3,2,2,2,1,2,2,2,2,2,3,3,3,3,4
6933,3,2,3,3,3,2,3,3,2,3,2,2,3,3,2,2,3,3,2,3,2,3,2,3,3,2,2,2,2
6943,3,1,2,3,2,2,4,4,4,3,2,4,3,3,2,2,3,1,2,2,2,4,1,2,3,1,1,2,1
6945,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1
6947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
6958,1,1,2,2,1,1,1,2,3,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,3
6961,2,1,2,2,1,2,4,1,2,3,3,3,2,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2
6973,2,4,3,2,2,4,1,3,3,2,4,1,4,1,2,4,2,3,1,4,2,3,1,4,3,1,2,1,3
6976,3,1,3,3,2,2,3,3,2,2,1,3,3,3,2,3,2,3,2,3,2,2,1,4,4,1,2,2,3
6983,1,1,4,1,2,1,4,4,4,2,2,4,2,1,1,2,3,4,4,2,1,1,1,3,4,1,2,2,4
6992,1,1,3,2,2,2,2,3,2,3,1,3,3,2,1,2,2,2,2,3,1,4,1,1,3,1,2,2,2
7000,3,1,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,1,2,3,2,2,2,2
7006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7007,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,3,1,1,1,3,1,2,1,1,4,1,1,1,2
7025,4,1,3,3,3,2,3,4,4,3,4,3,3,2,2,2,3,3,4,4,2,4,1,3,4,1,2,4,4
7035,2,1,2,3,3,1,3,3,1,3,2,1,2,1,1,1,2,2,2,3,1,1,1,1,2,1,1,1,1
7039,1,1,1,3,1,1,2,1,2,3,2,1,1,1,3,1,1,1,2,2,1,1,1,1,1,2,1,1,1
7052,1,3,2,2,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
7071,3,3,3,2,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2
7073,2,1,1,1,1,2,2,2,1,1,3,1,2,1,1,1,1,3,2,1,3,1,2,3,3,4,1,2,2
7074,1,1,2,2,1,2,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1,1
7076,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7092,2,2,2,2,2,1,4,4,4,2,3,4,2,3,1,1,3,3,2,3,1,3,1,2,2,2,1,1,1
7099,3,1,4,3,3,2,4,3,4,3,3,3,2,3,3,1,3,4,2,3,2,2,1,3,4,1,2,3,3
7116,2,2,4,3,1,1,3,2,3,4,3,1,1,4,2,4,1,4,4,2,3,2,3,3,4,2,1,3,4
7120,2,2,3,2,2,2,3,3,1,2,2,2,3,3,2,2,2,3,2,3,1,2,2,1,1,2,2,2,2
7123,2,2,1,3,3,2,2,2,3,3,3,2,1,1,1,2,3,2,3,1,1,3,1,1,1,2,2,1,1
7135,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1
7146,3,2,1,1,3,1,4,3,3,1,2,2,1,2,3,3,2,2,3,3,2,1,1,1,1,1,1,1,1
7149,1,2,4,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,2,1,1,1,2,2,4,1,1,1,2
7159,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1
7170,1,1,2,2,2,1,3,3,3,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2
7172,2,3,3,2,2,3,3,2,3,2,3,2,2,4,4,4,2,2,2,2,2,3,4,2,3,2,3,4,4
7183,2,1,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7201,1,1,1,1,3,1,2,2,3,2,2,2,2,2,1,2,2,2,1,2,1,3,1,1,2,1,2,1,1
7202,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1
7213,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,3,1,2,1,2
7217,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1
7243,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2
7248,1,1,1,2,1,1,1,3,3,1,2,1,2,2,4,1,1,1,4,1,1,2,3,1,2,1,2,4,4
7250,1,2,3,1,1,2,1,1,2,2,2,1,1,4,4,2,1,1,2,1,1,2,3,3,2,2,3,4,2
7263,2,1,1,3,2,2,2,2,2,3,3,2,3,2,1,1,2,2,3,1,1,2,1,1,1,2,2,2,1
7273,1,2,3,1,2,2,1,1,1,2,1,2,2,3,1,1,1,2,2,1,2,2,2,2,3,1,1,2,2
7295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7297,4,2,2,3,2,2,4,3,3,1,1,3,3,3,2,3,2,4,1,2,4,2,3,4,2,2,1,1,3
7306,3,1,3,3,2,3,3,2,1,3,2,3,3,2,1,3,3,2,2,3,3,3,2,1,2,1,3,3,3
7310,2,2,3,3,3,3,4,4,3,1,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,1,2,1,2
7311,2,1,2,3,4,2,4,4,2,4,1,1,2,2,1,2,4,3,1,4,1,2,1,1,2,1,1,2,2
7314,1,1,2,2,2,3,2,3,3,2,2,2,2,2,2,2,1,3,1,3,2,2,2,3,2,3,3,2,1
7318,1,2,3,3,2,2,2,1,1,3,4,2,2,4,4,2,2,2,3,1,2,2,2,3,3,1,2,4,4
7319,3,1,2,2,1,1,4,4,3,2,2,1,1,2,2,2,1,3,2,3,1,2,2,2,1,1,1,2,1
7334,1,1,1,2,2,1,3,2,2,1,1,2,3,3,1,1,2,2,1,1,1,2,1,3,4,1,1,1,2
7350,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,4,4,3,3,4,4,4,4,4,3
7360,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,1
7364,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2
7388,2,2,1,2,2,1,3,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1
7400,4,2,2,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,3,2,2,2
7403,1,2,2,4,2,3,2,3,1,2,2,2,1,2,3,1,2,3,2,2,2,3,2,3,2,3,3,2,2
7434,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,3,3,2
7435,2,1,1,4,4,1,3,3,4,3,4,1,2,1,1,1,1,2,4,2,1,3,1,1,2,1,1,2,1
7447,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7453,1,1,1,1,1,1,1,2,1,1,1,2,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1
7460,2,1,2,3,2,2,4,2,1,2,2,3,2,3,1,2,2,2,2,1,1,3,1,2,3,1,2,1,1
7469,3,3,3,3,3,2,3,3,2,3,3,4,2,3,2,2,3,3,3,3,2,3,2,2,2,3,3,2,1
7473,1,2,4,2,1,2,2,2,3,2,1,2,2,4,4,2,1,1,4,1,2,2,3,4,4,1,2,4,4
7485,2,1,1,3,2,1,3,3,2,3,3,2,2,2,1,1,1,1,1,3,1,2,1,1,2,1,1,1,1
7491,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2
7499,1,1,3,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1
7504,2,1,3,2,2,1,2,1,2,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1
7506,2,1,2,2,2,1,3,3,1,1,1,1,3,1,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1
7511,3,1,3,2,2,2,3,3,4,2,2,3,2,1,2,1,2,3,2,3,1,2,2,1,2,2,3,1,2
7512,2,1,1,2,3,1,3,2,2,3,2,1,2,2,1,1,2,2,1,2,1,3,1,1,1,1,3,1,1
7523,3,2,1,2,4,2,3,1,2,2,2,2,1,1,3,2,1,1,2,2,2,1,1,2,1,2,2,1,1
7526,4,1,2,2,3,1,4,3,4,2,1,3,4,2,1,1,3,4,2,4,1,2,1,1,1,1,1,2,1
7568,2,1,4,2,3,2,3,3,2,3,3,2,3,1,2,3,3,3,1,3,1,3,1,3,4,1,3,1,1
7582,1,1,4,2,2,1,4,2,3,2,2,1,2,2,1,2,1,1,3,2,1,2,1,2,4,1,1,1,2
7586,1,2,2,1,2,3,4,3,3,1,1,1,1,2,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1
7594,1,2,3,3,2,2,2,2,2,3,3,2,2,2,3,3,2,1,3,1,3,2,3,3,4,3,2,3,3
7599,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,3,3,3,2,2,3,3
7608,3,1,1,2,2,1,1,3,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2
7609,1,2,1,1,1,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
7610,2,1,3,2,1,2,2,3,3,1,1,2,2,1,1,3,3,2,1,2,1,1,2,1,3,2,3,2,1
7617,1,1,4,2,2,1,1,1,1,2,1,2,2,4,2,1,2,1,4,1,1,2,1,4,4,1,1,2,1
7624,1,3,3,1,1,1,4,3,1,1,1,1,3,4,3,3,1,1,2,1,3,1,3,1,4,2,3,3,2
7630,2,1,2,3,3,2,3,3,2,2,3,1,2,2,3,2,2,2,2,2,1,2,1,2,1,2,1,2,1
7637,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,3,1,2,2,2,1,1,1,2,2
7647,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2
7651,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
7675,2,2,2,2,3,2,2,2,2,3,3,2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,3
7676,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,3
7683,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
7685,2,2,2,1,2,1,1,2,2,2,1,3,2,2,1,2,2,3,3,1,3,3,4,3,1,3,1,3,1
7692,1,3,3,3,2,2,2,2,2,2,2,2,1,2,2,3,1,3,2,1,2,1,2,2,2,1,3,3,3
7697,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,3,1,2,1,1,1,1,1,1,2,2,1,1,2
7707,2,1,1,2,3,1,3,3,4,2,2,1,1,1,1,1,3,3,2,2,1,2,1,1,2,1,1,1,1
7708,1,2,3,3,1,2,2,3,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2
7717,1,3,1,1,1,1,1,2,3,3,1,1,1,3,4,2,1,1,2,1,1,1,3,2,2,1,2,4,4
7735,1,3,2,2,1,3,3,1,3,2,2,3,2,2,3,3,2,2,2,1,3,1,4,2,4,2,3,2,1
7744,1,1,2,2,3,1,2,1,3,2,2,2,2,2,2,2,1,1,3,2,1,2,3,1,2,1,3,1,2
7760,1,1,2,2,1,1,1,2,3,1,2,3,2,4,2,2,1,1,3,2,2,1,1,1,2,1,2,2,2
7765,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
7770,1,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,3,2,2,2,3
7778,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,1
7779,2,1,3,3,4,3,4,4,3,4,2,3,3,3,1,2,4,3,2,4,2,3,1,1,2,2,1,1,2
7783,3,1,2,3,3,1,3,3,3,3,2,2,3,1,3,1,3,3,1,3,1,3,1,1,2,2,1,1,1
7791,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2
7796,1,2,1,3,3,2,2,2,3,2,1,3,2,2,2,2,4,3,2,2,4,2,1,2,3,2,2,4,2
7809,1,1,3,2,1,2,4,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,4,1,2,1,4
7818,2,3,3,3,3,2,2,2,2,2,2,4,3,2,1,3,3,2,3,3,1,2,2,3,3,2,2,3,3
7822,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2
7833,2,2,2,3,2,2,2,1,2,3,2,2,2,2,2,3,3,1,3,2,2,2,2,2,3,3,3,2,3
7836,1,1,1,3,1,1,1,3,1,2,1,1,1,2,1,3,2,2,2,2,1,2,1,3,1,1,2,1,2
7841,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2
7858,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,2,1,2,2,2,2,2,1,2,2,3,3,2,2
7868,2,1,2,3,2,2,2,2,2,2,3,3,2,2,1,2,2,3,1,2,1,3,1,2,3,1,2,1,1
7869,2,1,3,3,2,1,3,2,1,3,2,2,2,2,1,1,3,2,3,2,1,3,1,3,4,1,1,2,2
7872,1,1,1,1,2,1,2,3,2,2,2,2,2,3,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2
7874,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7880,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,1,2,1,2,1,1,3,2,2,1,2
7883,2,1,1,2,4,1,4,3,3,3,1,1,3,1,1,1,4,1,2,4,1,2,1,1,1,1,1,1,1
7897,2,2,1,2,1,1,2,2,1,4,2,3,2,4,1,2,2,1,2,3,2,3,1,2,4,2,1,1,1
7902,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2
7919,3,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2
7947,1,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2
